order,family,name,year,date1,date2,individuals
LEPIDOPTERA,COLEOPHORIDAE,Coleophora kuehnella Goeze,2006,6/26/06,6/28/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1993,5/24/93,5/31/93,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1993,6/1/93,6/6/93,85
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1993,6/7/93,6/10/93,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1993,6/11/93,6/14/93,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1994,6/8/94,6/13/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1994,6/14/94,6/23/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1994,6/24/94,6/28/94,15
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1995,6/12/95,6/19/95,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1995,6/20/95,6/25/95,48
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1995,6/26/95,6/27/95,72
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1995,6/28/95,6/29/95,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1995,6/30/95,7/3/95,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1995,7/4/95,7/6/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1995,7/7/95,7/9/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1996,6/13/96,6/20/96,11
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1996,6/26/96,6/30/96,23
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1996,7/5/96,7/11/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1996,7/12/96,7/17/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1997,6/9/97,6/12/97,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1997,6/13/97,6/22/97,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1997,6/23/97,6/23/97,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1998,6/2/98,6/7/98,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1998,6/8/98,6/11/98,19
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1998,6/12/98,6/14/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1998,6/19/98,6/21/98,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1998,6/26/98,6/29/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1999,6/14/99,6/16/99,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1999,6/28/99,6/29/99,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1999,6/30/99,7/1/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1999,7/2/99,7/4/99,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,1999,7/9/99,7/11/99,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2000,5/17/00,6/8/00,12
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2000,6/9/00,6/12/00,15
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2000,6/13/00,6/15/00,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2000,6/16/00,6/21/00,18
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2001,6/15/01,6/19/01,11
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2001,6/20/01,6/24/01,34
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2001,6/25/01,6/27/01,18
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2001,6/28/01,7/1/01,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2001,7/4/01,7/8/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2002,5/29/02,5/31/02,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2002,6/1/02,6/10/02,24
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2002,6/11/02,6/16/02,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2002,6/17/02,6/18/02,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2003,6/2/03,6/9/03,30
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2003,6/10/03,6/15/03,45
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2003,6/16/03,6/22/03,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2003,6/23/03,7/10/03,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2003,7/15/03,7/20/03,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2004,6/8/04,6/10/04,33
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2004,6/11/04,6/14/04,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2004,6/15/04,6/23/04,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2004,6/28/04,6/30/04,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2005,6/9/05,6/14/05,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2005,6/16/05,6/17/05,19
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2005,6/18/05,6/21/05,22
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2005,6/22/05,6/26/05,37
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2005,6/27/05,6/30/05,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2005,7/1/05,7/3/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2006,6/14/06,6/20/06,88
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2006,6/21/06,6/25/06,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2007,5/22/07,5/30/07,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2007,5/31/07,6/6/07,12
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2007,6/7/07,6/10/07,20
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2007,6/11/07,6/12/07,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2008,6/3/08,6/8/08,38
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2008,6/9/08,6/16/08,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora laricella Hb.,2009,5/20/09,6/2/09,14
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lineolea Hw.,1995,7/22/95,7/24/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/3/92,7/5/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/10/92,7/12/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/13/92,7/16/92,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/14/95,7/17/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,6/26/98,6/29/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/3/98,7/8/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/13/98,7/19/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/24/98,7/26/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/4/05,7/6/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/11/05,7/11/05,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/12/05,7/14/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/15/05,7/17/05,31
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/18/05,7/19/05,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/20/05,7/21/05,12
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/22/05,7/26/05,41
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/27/05,7/29/05,26
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/30/05,8/2/05,20
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,8/3/05,8/5/05,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,8/6/05,8/14/05,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,8/17/05,8/18/05,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2006,7/3/06,7/6/06,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2008,6/23/08,6/25/08,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,6/22/92,6/23/92,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,6/24/92,6/25/92,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,6/26/92,6/28/92,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,6/29/92,7/2/92,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/6/92,7/8/92,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/10/92,7/12/92,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/13/92,7/16/92,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/17/92,7/20/92,15
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/21/92,7/23/92,12
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/24/92,7/28/92,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,7/29/92,8/2/92,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1992,8/3/92,8/5/92,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1993,6/28/93,6/30/93,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1993,7/1/93,7/4/93,12
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1993,7/5/93,7/7/93,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1993,7/8/93,7/11/93,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1993,7/12/93,7/14/93,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/4/94,7/6/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/7/94,7/11/94,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/12/94,7/14/94,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/15/94,7/17/94,15
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/18/94,7/19/94,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/20/94,7/21/94,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/22/94,7/24/94,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/25/94,7/26/94,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/27/94,7/27/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,7/29/94,7/31/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1994,8/2/94,8/4/94,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/7/95,7/9/95,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/10/95,7/13/95,10
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/14/95,7/17/95,44
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/18/95,7/20/95,41
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/21/95,7/21/95,32
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/22/95,7/24/95,18
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/25/95,7/27/95,13
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/28/95,7/29/95,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/30/95,7/30/95,17
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,7/31/95,7/31/95,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,8/1/95,8/1/95,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,8/2/95,8/2/95,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,8/3/95,8/3/95,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,8/4/95,8/5/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1995,8/6/95,8/6/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1996,7/5/96,7/11/96,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1996,7/12/96,7/17/96,11
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1996,7/18/96,7/23/96,18
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1996,7/24/96,7/25/96,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1996,7/26/96,7/29/96,15
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1996,7/30/96,8/1/96,16
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1996,8/2/96,8/8/96,10
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,7/4/97,7/6/97,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,7/7/97,7/8/97,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,7/9/97,7/10/97,14
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,7/11/97,7/13/97,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,7/16/97,7/20/97,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,7/21/97,7/21/97,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,7/22/97,7/23/97,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,7/25/97,7/27/97,12
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,7/28/97,7/31/97,16
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1997,8/1/97,8/3/97,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,6/30/98,7/2/98,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/9/98,7/12/98,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/13/98,7/19/98,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/20/98,7/21/98,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/22/98,7/23/98,12
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/24/98,7/26/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/27/98,7/28/98,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,7/29/98,8/2/98,16
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,8/3/98,8/4/98,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,8/7/98,8/11/98,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,8/12/98,8/13/98,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1998,8/14/98,8/18/98,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1999,7/2/99,7/4/99,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1999,7/5/99,7/6/99,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1999,7/7/99,7/8/99,20
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1999,7/9/99,7/11/99,10
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1999,7/12/99,7/19/99,16
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1999,7/20/99,7/21/99,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,1999,8/6/99,8/8/99,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,6/16/00,6/21/00,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,6/22/00,6/27/00,16
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,6/28/00,7/2/00,27
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,7/3/00,7/6/00,37
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,7/7/00,7/11/00,15
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,7/12/00,7/18/00,39
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,7/19/00,7/20/00,21
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,7/21/00,7/24/00,60
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,7/25/00,7/27/00,69
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,7/28/00,7/30/00,28
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,7/31/00,8/1/00,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,8/2/00,8/3/00,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,8/4/00,8/13/00,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2000,8/14/00,8/20/00,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,7/2/01,7/3/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,7/4/01,7/8/01,15
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,7/9/01,7/12/01,19
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,7/13/01,7/16/01,13
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,7/17/01,7/19/01,16
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,7/20/01,7/23/01,42
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,7/24/01,7/25/01,33
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,7/26/01,7/29/01,32
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,7/30/01,8/2/01,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,8/14/01,8/16/01,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2001,8/17/01,8/26/01,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2002,6/19/02,6/27/02,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2002,6/28/02,7/3/02,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2002,7/4/02,7/7/02,10
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2002,7/8/02,7/11/02,12
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2002,7/12/02,7/15/02,19
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2002,7/16/02,7/17/02,15
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2002,7/18/02,7/28/02,37
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2002,7/29/02,7/31/02,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2002,8/12/02,8/14/02,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2003,6/23/03,7/10/03,27
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2003,7/11/03,7/14/03,16
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2003,7/15/03,7/20/03,11
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2003,7/21/03,7/24/03,24
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2003,7/25/03,7/31/03,16
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2003,8/1/03,8/8/03,25
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,7/5/04,7/14/04,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,7/15/04,7/18/04,14
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,7/19/04,7/21/04,7
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,7/22/04,7/25/04,22
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,7/26/04,7/27/04,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,7/28/04,7/29/04,24
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,7/30/04,8/1/04,124
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,8/2/04,8/3/04,29
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,8/4/04,8/5/04,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,8/6/04,8/8/04,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2004,8/9/04,8/10/04,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/7/05,7/7/05,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/8/05,7/10/05,11
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/11/05,7/11/05,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2005,7/12/05,7/14/05,31
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2006,6/29/06,7/2/06,6
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2006,7/7/06,7/9/06,23
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2006,7/10/06,7/13/06,41
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2006,7/14/06,7/20/06,85
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2006,7/21/06,7/27/06,47
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2006,7/28/06,8/3/06,14
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2006,8/4/06,8/6/06,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2007,6/18/07,6/21/07,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2007,6/22/07,6/25/07,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2007,6/29/07,7/8/07,5
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2007,7/9/07,7/18/07,9
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2007,7/19/07,7/25/07,11
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2007,7/26/07,7/31/07,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2007,8/1/07,8/2/07,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2007,8/3/07,8/8/07,4
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2007,8/9/07,8/13/07,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2008,7/3/08,7/8/08,10
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2008,7/9/08,7/10/08,3
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2008,7/11/08,7/23/08,19
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2008,7/24/08,7/28/08,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2008,7/29/08,8/3/08,10
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2009,6/26/09,6/28/09,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2009,6/30/09,7/2/09,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2009,7/3/09,7/10/09,17
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2009,7/11/09,7/20/09,25
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2009,7/21/09,7/27/09,30
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2009,7/28/09,8/2/09,8
LEPIDOPTERA,COLEOPHORIDAE,Coleophora lutipennella Zell.,2009,8/3/09,8/6/09,2
LEPIDOPTERA,COLEOPHORIDAE,Coleophora mayrella Hb.,1995,7/22/95,7/24/95,1
LEPIDOPTERA,COLEOPHORIDAE,Coleophora mayrella Hb.,2000,7/21/00,7/24/00,1
